0	64.8636372438	0	64.8636372438	0	64.8636372438	0	64.8636372438	0	64.8636372438	0	64.8636372438
7	64.8636372438	7	64.8636372438	7	64.8636372438	7	64.8636372438	7	66.2688517436	7	64.8636372438
14	64.8636372438	14	64.8636372438	14	64.8636372438	14	64.8636372438	14	67.6590724419	14	64.8636372438
21	64.8636372438	21	64.8636372438	21	64.8636372438	21	64.8636372438	21	67.6590724419	21	64.8636372438
28	64.8636372438	28	64.8636372438	28	64.8636372438	28	64.8636372438	28	67.6590724419	28	64.8636372438
35	64.8636372438	35	64.8636372438	35	64.8636372438	35	64.8636372438	35	69.0355632914	35	64.8636372438
42	64.8636372438	42	64.8636372438	42	64.8636372438	42	64.8636372438	42	67.6590724419	42	64.8636372438
49	64.8636372438	49	64.8636372438	49	64.8636372438	49	64.8636372438	49	67.6590724419	49	64.8636372438
56	64.8636372438	56	64.8636372438	56	64.8636372438	56	64.8636372438	56	67.6590724419	56	64.8636372438
63	64.8636372438	63	64.8636372438	63	64.8636372438	63	66.2688517436	63	66.2688517436	63	64.8636372438
70	64.8636372438	70	64.8636372438	70	64.8636372438	70	67.6590724419	70	66.2688517436	70	64.8636372438
77	64.8636372438	77	64.8636372438	77	64.8636372438	77	69.0355632914	77	66.2688517436	77	64.8636372438
84	64.8636372438	84	64.8636372438	84	64.8636372438	84	69.0355632914	84	66.2688517436	84	64.8636372438
91	64.8636372438	91	64.8636372438	91	64.8636372438	91	69.0355632914	91	64.8636372438	91	64.8636372438
98	64.8636372438	98	64.8636372438	98	66.2688517436	98	67.6590724419	98	64.8636372438	98	64.8636372438
105	64.8636372438	105	64.8636372438	105	67.6590724419	105	67.6590724419	105	64.8636372438	105	64.8636372438
112	64.8636372438	112	64.8636372438	112	67.6590724419	112	67.6590724419	112	64.8636372438	112	64.8636372438
119	64.8636372438	119	64.8636372438	119	69.0355632914	119	66.2688517436	119	64.8636372438	119	64.8636372438
126	64.8636372438	126	64.8636372438	126	69.0355632914	126	66.2688517436	126	64.8636372438	126	64.8636372438
133	64.8636372438	133	64.8636372438	133	69.0355632914	133	64.8636372438	133	64.8636372438	133	64.8636372438
140	64.8636372438	140	64.8636372438	140	69.0355632914	140	64.8636372438	140	64.8636372438	140	64.8636372438
147	64.8636372438	147	66.2688517436	147	67.6590724419	147	64.8636372438	147	64.8636372438	147	64.8636372438
154	64.8636372438	154	67.6590724419	154	66.2688517436	154	64.8636372438	154	64.8636372438	154	64.8636372438
161	64.8636372438	161	69.0355632914	161	66.2688517436	161	64.8636372438	161	64.8636372438	161	64.8636372438
168	64.8636372438	168	70.3994956796	168	66.2688517436	168	64.8636372438	168	64.8636372438	168	64.8636372438
